"PLANTID" "GARDENID" "YEAR" "SEASON" "LEAFNR" "PERCENTDAMAGE"
"1698" "ALN_0643" "ALN" 2022 "S1" 10 0.9
"1699" "ALN_0694" "ALN" 2022 "S2" 7 0
"1700" "RUI_0471" "RUI" 2021 "S3" 3 0.01
"1701" "RUI_0590" "RUI" 2021 "S2" 28 0.03
"1702" "KEV_0244" "KEV" 2022 "S1" 4 0
"1703" "RAS_1306" "RAS" 2021 "S2" 1 0.04
"1704" "RUI_0453" "RUI" 2021 "S2" 31 0.05
"1705" "ALN_0750" "ALN" 2022 "S1" 5 0.05
"1706" "RAS_1402" "RAS" 2022 "S1" 5 0
"1707" "ALN_0738" "ALN" 2021 "S3" 24 0.09
"1708" "RUI_0634" "RUI" 2021 "S2" 17 0.03
"1709" "RUI_0624" "RUI" 2021 "S3" 26 0.08
"1710" "ALN_0866" "ALN" 2021 "S3" 9 0.04
"1711" "ALN_0716" "ALN" 2022 "S2" 8 0
"1712" "RAS_1300" "RAS" 2021 "S3" 11 0.06
"1713" "ALN_0880" "ALN" 2022 "S2" 7 0.4
"1714" "RAS_1299" "RAS" 2022 "S2" 5 0
"1715" "RUI_0443" "RUI" 2021 "S3" 9 0.08
"1716" "ALN_0821" "ALN" 2021 "S3" 13 0.2
"1717" "RUI_0452" "RUI" 2021 "S2" 24 0.02
"1718" "GON_1125" "GON" 2022 "S2" 2 0
"1719" "KEV_0034" "KEV" 2022 "S1" 3 0
"1720" "RAS_1528" "RAS" 2021 "S3" 13 0.02
"1721" "RAS_1568" "RAS" 2022 "S2" 2 0
"1722" "RAS_1359" "RAS" 2022 "S2" 2 0
"1723" "KEV_0072" "KEV" 2022 "S1" 4 0
"1724" "ALN_0649" "ALN" 2021 "S2" 15 0.02
"1725" "RAS_1319" "RAS" 2022 "S2" 4 0
"1726" "ALN_0950" "ALN" 2021 "S2" 3 0.05
"1727" "GON_1266" "GON" 2021 "S3" 9 0.0417
"1728" "RUI_0375" "RUI" 2021 "S2" 9 0.05
"1729" "ALN_0844" "ALN" 2021 "S3" 4 0.04
"1730" "ALN_0746" "ALN" 2022 "S1" 5 0
"1731" "ALN_0831" "ALN" 2021 "S2" 6 0.05
"1732" "KEV_0089" "KEV" 2022 "S1" 2 0.166666666666666
"1733" "ALN_0658" "ALN" 2021 "S1" 2 0.01
"1734" "RAS_1395" "RAS" 2021 "S3" 27 0.2
"1735" "ALN_0649" "ALN" 2021 "S2" 18 0.03
"1736" "GON_1128" "GON" 2021 "S4" 4 0.05
"1737" "GON_1207" "GON" 2022 "S1" 6 0
"1738" "ALN_0905" "ALN" 2021 "S3" 21 0.25
"1739" "RAS_1505" "RAS" 2021 "S3" 1 0.15
"1740" "RAS_1467" "RAS" 2022 "S2" 5 0
"1741" "ALN_0813" "ALN" 2021 "S3" 1 0.01
"1742" "RUI_0562" "RUI" 2021 "S2" 6 0.03
"1743" "ALN_0708" "ALN" 2021 "S3" 19 0.3
"1744" "ALN_0918" "ALN" 2021 "S3" 13 0.08
"1745" "ALN_0738" "ALN" 2022 "S1" 5 0
"1746" "ALN_0823" "ALN" 2021 "S1" 2 0.01
"1747" "RUI_0407" "RUI" 2021 "S2" 21 0.03
"1748" "RUI_0423" "RUI" 2021 "S2" 2 0.3
"1749" "ALN_0856" "ALN" 2022 "S1" 4 0
"1750" "ALN_0678" "ALN" 2021 "S3" 1 0.01
"1751" "ALN_0771" "ALN" 2021 "S3" 18 0.3
"1752" "GON_1079" "GON" 2021 "S4" 8 0.01
"1753" "ALN_0779" "ALN" 2021 "S3" 3 0.005
"1754" "RAS_1417" "RAS" 2021 "S3" 1 0.01
"1755" "RUI_0594" "RUI" 2021 "S3" 17 0.33
"1756" "RAS_1383" "RAS" 2022 "S1" 3 0.05
"1757" "GON_1131" "GON" 2021 "S2" 3 0.0417
"1758" "ALN_0886" "ALN" 2021 "S3" 15 0.08
"1759" "RUI_0452" "RUI" 2021 "S2" 8 0.03
"1760" "ALN_0739" "ALN" 2021 "S3" 14 0.15
"1761" "RAS_1598" "RAS" 2022 "S2" 7 0
"1762" "ALN_0659" "ALN" 2021 "S3" 5 0.01
"1763" "ALN_0660" "ALN" 2021 "S2" 5 0.1
"1764" "RUI_0508" "RUI" 2021 "S2" 16 0.03
"1765" "RAS_1336" "RAS" 2021 "S3" 7 0.3
"1766" "RAS_1412" "RAS" 2022 "S1" 4 0
"1767" "RUI_0414" "RUI" 2021 "S1" 1 0.01
"1768" "RUI_0518" "RUI" 2021 "S2" 33 0.08
"1769" "RUI_0591" "RUI" 2021 "S2" 27 0.01
"1770" "KEV_0300" "KEV" 2022 "S1" 2 0
"1771" "ALN_0759" "ALN" 2021 "S2" 1 0.01
"1772" "RUI_0444" "RUI" 2021 "S2" 5 0.01
"1773" "RUI_0458" "RUI" 2021 "S2" 13 0.05
"1774" "ALN_0657" "ALN" 2021 "S2" 5 0.01
"1775" "RUI_0361" "RUI" 2021 "S2" 6 0.01
"1776" "RAS_1599" "RAS" 2022 "S2" 9 0
"1777" "KEV_0071" "KEV" 2022 "S1" 2 0
"1778" "ALN_0698" "ALN" 2022 "S1" 5 0
"1779" "GON_1206" "GON" 2021 "S3" 4 0.01
"1780" "RUI_0422" "RUI" 2021 "S2" 34 0.03
"1781" "RUI_0329" "RUI" 2021 "S2" 20 0.01
"1782" "RUI_0419" "RUI" 2021 "S3" 6 0.17
"1783" "RUI_0476" "RUI" 2021 "S3" 2 0.025
"1784" "RUI_0591" "RUI" 2021 "S2" 4 0.01
"1785" "ALN_0931" "ALN" 2021 "S2" 4 0.01
"1786" "ALN_0885" "ALN" 2021 "S2" 5 0.01
"1787" "ALN_0871" "ALN" 2022 "S1" 8 0
"1788" "GON_0977" "GON" 2021 "S4" 12 0.05
"1789" "GON_1093" "GON" 2021 "S2" 11 0.01
"1790" "RAS_1305" "RAS" 2022 "S1" 8 0
"1791" "GON_1227" "GON" 2021 "S2" 1 0.01
"1792" "GON_1164" "GON" 2022 "S2" 1 0
"1793" "ALN_0957" "ALN" 2022 "S1" 8 0
"1794" "RUI_0407" "RUI" 2021 "S2" 9 0.02
"1795" "RUI_0444" "RUI" 2021 "S3" 1 0.01
"1796" "RAS_1352" "RAS" 2022 "S1" 6 0
"1797" "RUI_0524" "RUI" 2021 "S2" 38 0.05
"1798" "RUI_0341" "RUI" 2021 "S2" 4 0.05
"1799" "KEV_0106" "KEV" 2022 "S1" 1 0
"1800" "RUI_0566" "RUI" 2021 "S2" 14 0.01
"1801" "RUI_0612" "RUI" 2021 "S2" 17 0.05
"1802" "RUI_0517" "RUI" 2021 "S2" 15 0.25
"1803" "KEV_0189" "KEV" 2022 "S1" 1 0
"1804" "ALN_0856" "ALN" 2021 "S3" 9 0.04
"1805" "ALN_0813" "ALN" 2022 "S1" 10 0
"1806" "RUI_0440" "RUI" 2021 "S2" 10 0.01
"1807" "RAS_1310" "RAS" 2022 "S1" 6 0
"1808" "RUI_0447" "RUI" 2021 "S3" 48 0.17
"1809" "RAS_1367" "RAS" 2022 "S1" 5 0
"1810" "RAS_1511" "RAS" 2022 "S1" 7 0
"1811" "RUI_0331" "RUI" 2021 "S2" 4 0.03
"1812" "RUI_0400" "RUI" 2021 "S1" 1 0.01
"1813" "ALN_0743" "ALN" 2022 "S2" 1 0
"1814" "GON_1073" "GON" 2022 "S2" 5 0
"1815" "RUI_0457" "RUI" 2021 "S2" 13 0.01
"1816" "ALN_0820" "ALN" 2022 "S1" 4 0
"1817" "RUI_0599" "RUI" 2021 "S2" 3 0.08
"1818" "GON_1097" "GON" 2021 "S4" 1 0.15
"1819" "KEV_0075" "KEV" 2022 "S2" 9 0
"1820" "RUI_0556" "RUI" 2021 "S2" 1 0.03
"1821" "ALN_0779" "ALN" 2021 "S2" 3 0.02
"1822" "ALN_0930" "ALN" 2021 "S3" 14 0.3
"1823" "RUI_0456" "RUI" 2021 "S2" 25 0.05
"1824" "KEV_0215" "KEV" 2022 "S2" 4 0
"1825" "ALN_0751" "ALN" 2021 "S2" 2 0.005
"1826" "RUI_0618" "RUI" 2021 "S2" 1 0.05
"1827" "GON_1100" "GON" 2021 "S4" 2 0.01
"1828" "RAS_1583" "RAS" 2022 "S1" 1 0
"1829" "RUI_0503" "RUI" 2021 "S2" 13 0.02
"1830" "GON_0983" "GON" 2021 "S3" 1 0.01
"1831" "RUI_0549" "RUI" 2021 "S2" 2 0.01
"1832" "ALN_0762" "ALN" 2021 "S3" 9 0.8
"1833" "RUI_0507" "RUI" 2021 "S1" 1 0.01
"1834" "GON_1064" "GON" 2021 "S3" 13 0.1667
"1835" "RUI_0573" "RUI" 2021 "S3" 39 0.05
"1836" "RUI_0510" "RUI" 2021 "S2" 2 0.03
"1837" "ALN_0838" "ALN" 2021 "S2" 1 0.13
"1838" "GON_1038" "GON" 2022 "S1" 6 0
"1839" "RUI_0519" "RUI" 2021 "S3" 12 0.05
"1840" "RUI_0597" "RUI" 2021 "S3" 1 0.05
"1841" "RUI_0526" "RUI" 2021 "S1" 1 0.05
"1842" "ALN_0766" "ALN" 2021 "S3" 28 0.5
"1843" "RUI_0545" "RUI" 2021 "S2" 3 0.03
"1844" "ALN_0741" "ALN" 2021 "S3" 29 0.15
"1845" "RAS_1366" "RAS" 2021 "S3" 4 0.06
"1846" "GON_1274" "GON" 2022 "S1" 8 0
"1847" "RAS_1584" "RAS" 2022 "S1" 3 0
"1848" "KEV_0292" "KEV" 2022 "S1" 2 0
"1849" "ALN_0736" "ALN" 2021 "S3" 10 0.04
"1850" "ALN_0877" "ALN" 2021 "S3" 12 0.08
"1851" "ALN_0802" "ALN" 2021 "S2" 5 0.16
"1852" "RUI_0373" "RUI" 2021 "S2" 34 0.03
"1853" "ALN_0925" "ALN" 2021 "S3" 37 0.6
"1854" "ALN_0774" "ALN" 2021 "S1" 5 0.15
"1855" "ALN_0887" "ALN" 2021 "S3" 12 0.1
"1856" "KEV_0284" "KEV" 2022 "S1" 1 0
"1857" "KEV_0079" "KEV" 2022 "S2" 9 0
"1858" "ALN_0803" "ALN" 2021 "S3" 5 0.16
"1859" "KEV_0107" "KEV" 2022 "S2" 6 0
"1860" "ALN_0898" "ALN" 2022 "S2" 10 0
"1861" "RAS_1317" "RAS" 2022 "S2" 1 0
"1862" "RAS_1521" "RAS" 2021 "S3" 8 0.02
"1863" "ALN_0875" "ALN" 2022 "S2" 4 0
"1864" "RAS_1299" "RAS" 2022 "S1" 5 0
"1865" "GON_1068" "GON" 2022 "S2" 9 0
"1866" "GON_1165" "GON" 2022 "S2" 1 0
"1867" "RUI_0533" "RUI" 2021 "S3" 16 0.05
"1868" "RAS_1371" "RAS" 2022 "S1" 9 0
"1869" "ALN_0692" "ALN" 2022 "S2" 3 0
"1870" "GON_1246" "GON" 2022 "S1" 8 0
"1871" "RUI_0519" "RUI" 2021 "S3" 6 0.08
"1872" "ALN_0860" "ALN" 2021 "S3" 5 0.08
"1873" "RUI_0328" "RUI" 2021 "S3" 37 0.05
"1874" "RUI_0439" "RUI" 2021 "S2" 14 0.05
"1875" "RAS_1559" "RAS" 2022 "S1" 3 0
"1876" "GON_1175" "GON" 2021 "S2" 2 0.0417
"1877" "KEV_0318" "KEV" 2022 "S1" 1 0.01
"1878" "RUI_0401" "RUI" 2021 "S2" 14 0.03
"1879" "GON_1196" "GON" 2022 "S2" 4 0
"1880" "GON_1143" "GON" 2021 "S4" 6 0.01
"1881" "KEV_0240" "KEV" 2022 "S2" 8 0
"1882" "ALN_0687" "ALN" 2022 "S1" 2 0.15
"1883" "ALN_0885" "ALN" 2022 "S1" 8 0
"1884" "KEV_0075" "KEV" 2022 "S2" 7 0
"1885" "ALN_0762" "ALN" 2022 "S1" 6 0
"1886" "ALN_0726" "ALN" 2022 "S1" 1 0.3
"1887" "ALN_0907" "ALN" 2021 "S2" 11 0.09
"1888" "RUI_0578" "RUI" 2021 "S2" 2 0.02
"1889" "GON_1235" "GON" 2022 "S1" 3 0
"1890" "RAS_1307" "RAS" 2022 "S2" 8 0
"1891" "ALN_0780" "ALN" 2021 "S1" 1 0.01
"1892" "ALN_0721" "ALN" 2022 "S1" 3 0.3
"1893" "RUI_0631" "RUI" 2021 "S2" 23 0.03
"1894" "RUI_0528" "RUI" 2021 "S2" 22 0.05
"1895" "ALN_0957" "ALN" 2021 "S1" 1 0.01
"1896" "ALN_0709" "ALN" 2022 "S2" 5 0
"1897" "ALN_0827" "ALN" 2021 "S3" 1 0.01
"1898" "KEV_0065" "KEV" 2022 "S2" 7 0
"1899" "ALN_0932" "ALN" 2022 "S1" 2 0
"1900" "GON_1058" "GON" 2021 "S4" 4 0.05
"1901" "KEV_0212" "KEV" 2021 "S1" 1 0.01
"1902" "RUI_0598" "RUI" 2021 "S2" 10 0.12
"1903" "RUI_0438" "RUI" 2021 "S2" 34 0.05
"1904" "RUI_0572" "RUI" 2021 "S2" 34 0.03
"1905" "RUI_0565" "RUI" 2021 "S3" 7 0.08
"1906" "RUI_0477" "RUI" 2021 "S2" 13 0.02
"1907" "GON_1215" "GON" 2022 "S1" 7 0
"1908" "ALN_0689" "ALN" 2021 "S2" 9 0.11
"1909" "ALN_0878" "ALN" 2022 "S1" 8 0.2
"1910" "RAS_1344" "RAS" 2021 "S1" 1 0.05
"1911" "ALN_0959" "ALN" 2021 "S3" 2 0.005
"1912" "RUI_0544" "RUI" 2021 "S1" 23 0.01
"1913" "KEV_0066" "KEV" 2022 "S2" 3 0
"1914" "KEV_0308" "KEV" 2022 "S2" 7 0
"1915" "RUI_0412" "RUI" 2021 "S3" 7 0.025
"1916" "RUI_0511" "RUI" 2021 "S2" 14 0.08
"1917" "KEV_0232" "KEV" 2022 "S1" 2 0
"1918" "KEV_0184" "KEV" 2022 "S2" 3 0
"1919" "ALN_0880" "ALN" 2021 "S3" 32 0.3
"1920" "RUI_0368" "RUI" 2021 "S2" 20 0.03
"1921" "ALN_0664" "ALN" 2022 "S1" 5 0.7
"1922" "ALN_0658" "ALN" 2021 "S2" 8 0.2
"1923" "RUI_0471" "RUI" 2021 "S2" 5 0.03
"1924" "ALN_0705" "ALN" 2022 "S1" 10 0
"1925" "RAS_1532" "RAS" 2021 "S3" 8 0.005
"1926" "ALN_0693" "ALN" 2021 "S3" 1 0.01
"1927" "RUI_0560" "RUI" 2021 "S1" 3 0.01
"1928" "RAS_1329" "RAS" 2022 "S1" 6 0
"1929" "ALN_0957" "ALN" 2021 "S3" 16 0.2
"1930" "ALN_0924" "ALN" 2021 "S3" 9 0.16
"1931" "GON_1135" "GON" 2022 "S2" 7 0
"1932" "RAS_1400" "RAS" 2021 "S3" 5 0.12
"1933" "RUI_0330" "RUI" 2021 "S2" 23 0.03
"1934" "RAS_1540" "RAS" 2021 "S3" 1 0.07
"1935" "RUI_0597" "RUI" 2021 "S2" 2 0.03
"1936" "GON_1086" "GON" 2022 "S1" 8 0.01
"1937" "KEV_0098" "KEV" 2022 "S2" 2 0
"1938" "RUI_0501" "RUI" 2021 "S3" 32 0.1
"1939" "GON_1200" "GON" 2021 "S4" 3 0.02
"1940" "RUI_0592" "RUI" 2021 "S2" 15 0.08
"1941" "RUI_0585" "RUI" 2021 "S1" 7 0.08
"1942" "GON_1076" "GON" 2021 "S4" 2 0.01
"1943" "ALN_0911" "ALN" 2022 "S2" 4 0.01
"1944" "GON_1114" "GON" 2022 "S2" 3 0
"1945" "KEV_0276" "KEV" 2022 "S1" 8 0
"1946" "ALN_0817" "ALN" 2021 "S3" 15 0.2
"1947" "RUI_0589" "RUI" 2021 "S2" 13 0.05
"1948" "RUI_0402" "RUI" 2021 "S2" 22 0.05
"1949" "ALN_0822" "ALN" 2021 "S2" 14 0.01
"1950" "GON_1137" "GON" 2022 "S1" 6 0
"1951" "GON_1067" "GON" 2021 "S3" 24 0.0833
"1952" "KEV_0300" "KEV" 2021 "S1" 3 0.01
"1953" "RUI_0396" "RUI" 2021 "S2" 18 0.05
"1954" "RAS_1431" "RAS" 2022 "S1" 8 0
"1955" "ALN_0765" "ALN" 2021 "S3" 26 0.3
"1956" "GON_1210" "GON" 2021 "S2" 1 0.01
"1957" "ALN_0741" "ALN" 2021 "S3" 22 0.1
"1958" "ALN_0782" "ALN" 2022 "S1" 10 0
"1959" "GON_1266" "GON" 2022 "S1" 10 0.01
"1960" "ALN_0861" "ALN" 2022 "S1" 5 0
"1961" "ALN_0824" "ALN" 2022 "S1" 4 0
"1962" "RAS_1419" "RAS" 2022 "S1" 7 0
"1963" "ALN_0896" "ALN" 2021 "S3" 18 0.6
"1964" "RAS_1529" "RAS" 2021 "S3" 9 0.4
"1965" "ALN_0885" "ALN" 2022 "S1" 5 0
"1966" "KEV_0250" "KEV" 2022 "S2" 5 0
"1967" "RAS_1526" "RAS" 2021 "S3" 1 0.02
"1968" "GON_1077" "GON" 2021 "S3" 24 0.0417
"1969" "KEV_0051" "KEV" 2021 "S2" 2 0.01
"1970" "RAS_1288" "RAS" 2021 "S3" 3 0.005
"1971" "ALN_0775" "ALN" 2022 "S2" 7 0
"1972" "KEV_0289" "KEV" 2022 "S2" 4 0.0833333333333333
"1973" "RUI_0563" "RUI" 2021 "S2" 40 0.08
"1974" "ALN_0741" "ALN" 2021 "S3" 5 0.02
"1975" "RUI_0592" "RUI" 2021 "S2" 10 0.03
"1976" "RUI_0574" "RUI" 2021 "S2" 20 0.05
"1977" "RAS_1458" "RAS" 2022 "S1" 5 0
"1978" "RAS_1393" "RAS" 2022 "S1" 10 0
"1979" "RAS_1378" "RAS" 2022 "S2" 4 0
"1980" "ALN_0755" "ALN" 2021 "S3" 2 0.01
"1981" "RUI_0541" "RUI" 2021 "S2" 1 0.01
"1982" "RUI_0610" "RUI" 2021 "S2" 5 0.2
"1983" "ALN_0740" "ALN" 2021 "S3" 9 0.1
"1984" "ALN_0936" "ALN" 2022 "S2" 7 0.01
"1985" "ALN_0724" "ALN" 2021 "S1" 5 0.02
"1986" "ALN_0881" "ALN" 2022 "S2" 5 0
"1987" "RUI_0415" "RUI" 2021 "S3" 8 0.08
"1988" "GON_1226" "GON" 2021 "S2" 1 0.3333
"1989" "ALN_0694" "ALN" 2021 "S3" 2 0.01
"1990" "RUI_0355" "RUI" 2021 "S2" 14 0.01
"1991" "RUI_0579" "RUI" 2021 "S2" 19 0.01
"1992" "ALN_0708" "ALN" 2021 "S3" 22 0.3
"1993" "GON_1053" "GON" 2021 "S4" 5 0.0417
"1994" "ALN_0659" "ALN" 2021 "S2" 7 0.005
"1995" "RUI_0442" "RUI" 2021 "S2" 3 0.02
"1996" "GON_1183" "GON" 2022 "S2" 5 0
"1997" "ALN_0859" "ALN" 2022 "S2" 9 0
"1998" "ALN_0741" "ALN" 2021 "S2" 10 0.15
"1999" "GON_1263" "GON" 2022 "S1" 7 0
"2000" "RUI_0423" "RUI" 2021 "S2" 8 0.12
"2001" "ALN_0880" "ALN" 2021 "S3" 18 0.14
"2002" "KEV_0220" "KEV" 2022 "S1" 5 0
"2003" "GON_1075" "GON" 2021 "S3" 1 0.01
"2004" "ALN_0896" "ALN" 2022 "S1" 1 0
"2005" "RAS_1592" "RAS" 2022 "S2" 6 0
"2006" "GON_1235" "GON" 2022 "S2" 3 0
"2007" "RUI_0431" "RUI" 2021 "S3" 29 0.05
"2008" "RUI_0343" "RUI" 2021 "S2" 18 0.05
"2009" "RAS_1465" "RAS" 2021 "S3" 4 0.1
"2010" "ALN_0928" "ALN" 2021 "S3" 2 0.08
"2011" "ALN_0664" "ALN" 2021 "S3" 14 0.3
"2012" "GON_1119" "GON" 2022 "S1" 2 0
"2013" "ALN_0867" "ALN" 2022 "S1" 7 0
"2014" "ALN_0838" "ALN" 2022 "S1" 1 0
"2015" "GON_0988" "GON" 2022 "S2" 10 0.01
"2016" "GON_1212" "GON" 2022 "S2" 8 0
"2017" "RUI_0337" "RUI" 2021 "S2" 15 0.05
"2018" "ALN_0827" "ALN" 2021 "S3" 26 0.4
"2019" "RUI_0337" "RUI" 2021 "S3" 33 0.05
"2020" "RUI_0614" "RUI" 2021 "S3" 8 0.01
"2021" "ALN_0942" "ALN" 2022 "S2" 4 0
"2022" "ALN_0947" "ALN" 2021 "S3" 4 0.02
"2023" "RAS_1548" "RAS" 2022 "S1" 3 0
"2024" "RAS_1416" "RAS" 2022 "S2" 3 0
"2025" "GON_1090" "GON" 2022 "S1" 2 0
"2026" "GON_1188" "GON" 2021 "S1" 2 0.01
"2027" "ALN_0688" "ALN" 2022 "S2" 6 0
"2028" "GON_1022" "GON" 2022 "S2" 8 0.0208333333333333
"2029" "KEV_0248" "KEV" 2022 "S1" 8 0
"2030" "KEV_0208" "KEV" 2022 "S1" 5 0
"2031" "ALN_0654" "ALN" 2021 "S1" 2 0.01
"2032" "RUI_0635" "RUI" 2021 "S3" 2 0.01
"2033" "RAS_1585" "RAS" 2021 "S2" 1 0.03
"2034" "GON_1267" "GON" 2022 "S1" 7 0
"2035" "GON_1222" "GON" 2021 "S2" 1 0.01
"2036" "RAS_1594" "RAS" 2022 "S2" 3 0
"2037" "RAS_1499" "RAS" 2021 "S2" 8 0.02
"2038" "GON_1181" "GON" 2022 "S1" 3 0
"2039" "ALN_0911" "ALN" 2021 "S2" 10 0.01
"2040" "RAS_1458" "RAS" 2022 "S2" 10 0
"2041" "KEV_0084" "KEV" 2022 "S2" 3 0
"2042" "ALN_0715" "ALN" 2022 "S2" 2 0
"2043" "ALN_0654" "ALN" 2021 "S3" 34 0.15
"2044" "GON_1006" "GON" 2021 "S3" 6 0.01
"2045" "RAS_1347" "RAS" 2022 "S1" 7 0
"2046" "ALN_0647" "ALN" 2021 "S3" 11 0.18
"2047" "KEV_0235" "KEV" 2022 "S1" 8 0
"2048" "KEV_0231" "KEV" 2021 "S2" 2 0.03
"2049" "RUI_0584" "RUI" 2021 "S2" 17 0.01
"2050" "ALN_0726" "ALN" 2022 "S2" 8 0
"2051" "ALN_0733" "ALN" 2021 "S3" 8 0.03
"2052" "GON_1154" "GON" 2022 "S1" 5 0
"2053" "ALN_0854" "ALN" 2022 "S2" 7 0
"2054" "RUI_0472" "RUI" 2021 "S2" 10 0.05
"2055" "RAS_1532" "RAS" 2021 "S3" 5 0.08
"2056" "RAS_1332" "RAS" 2021 "S3" 7 0.01
"2057" "ALN_0925" "ALN" 2021 "S3" 28 0.4
"2058" "ALN_0732" "ALN" 2021 "S3" 16 0.5
"2059" "RUI_0588" "RUI" 2021 "S1" 4 0.06
"2060" "RAS_1418" "RAS" 2022 "S1" 8 0
"2061" "RUI_0337" "RUI" 2021 "S2" 22 0.02
"2062" "RAS_1401" "RAS" 2021 "S3" 2 0.005
"2063" "RUI_0595" "RUI" 2021 "S2" 1 0.25
"2064" "ALN_0902" "ALN" 2022 "S2" 10 0
"2065" "RAS_1361" "RAS" 2022 "S1" 10 0.05
"2066" "RAS_1388" "RAS" 2022 "S1" 10 0
"2067" "GON_1072" "GON" 2022 "S2" 8 0.02
"2068" "ALN_0801" "ALN" 2021 "S2" 12 0.1
"2069" "ALN_0828" "ALN" 2022 "S1" 7 0
"2070" "RUI_0400" "RUI" 2021 "S2" 21 0.08
"2071" "GON_1085" "GON" 2021 "S3" 14 0.01
"2072" "RUI_0328" "RUI" 2021 "S2" 7 0.05
"2073" "ALN_0715" "ALN" 2022 "S2" 3 0
"2074" "GON_1158" "GON" 2022 "S1" 6 0
"2075" "ALN_0898" "ALN" 2021 "S3" 25 0.1
"2076" "ALN_0954" "ALN" 2022 "S1" 2 0.13
"2077" "ALN_0722" "ALN" 2022 "S2" 1 0
"2078" "RUI_0579" "RUI" 2021 "S2" 9 0.02
"2079" "RUI_0507" "RUI" 2021 "S2" 27 0.05
"2080" "ALN_0832" "ALN" 2021 "S3" 5 0.08
"2081" "RUI_0535" "RUI" 2021 "S2" 14 0.03
"2082" "ALN_0834" "ALN" 2021 "S2" 5 0.05
"2083" "RUI_0503" "RUI" 2021 "S1" 2 0.03
"2084" "KEV_0290" "KEV" 2022 "S1" 6 0
"2085" "GON_1146" "GON" 2021 "S4" 5 0.1
"2086" "ALN_0736" "ALN" 2021 "S2" 9 0.1
"2087" "ALN_0868" "ALN" 2021 "S3" 10 0.16
"2088" "RAS_1536" "RAS" 2021 "S1" 4 0.01
"2089" "KEV_0210" "KEV" 2022 "S1" 4 0
"2090" "RUI_0573" "RUI" 2021 "S2" 27 0.01
"2091" "RUI_0403" "RUI" 2021 "S3" 30 0.05
"2092" "KEV_0069" "KEV" 2022 "S1" 3 0
"2093" "ALN_0670" "ALN" 2021 "S3" 16 0.2
"2094" "RUI_0345" "RUI" 2021 "S1" 3 0.02
"2095" "RAS_1587" "RAS" 2021 "S3" 7 0.02
"2096" "RUI_0530" "RUI" 2021 "S2" 4 0.01
"2097" "RUI_0371" "RUI" 2021 "S2" 17 0.02
"2098" "KEV_0083" "KEV" 2021 "S1" 3 0.01
"2099" "ALN_0802" "ALN" 2021 "S2" 7 0.15
"2100" "ALN_0730" "ALN" 2021 "S2" 1 0.08
"2101" "ALN_0909" "ALN" 2021 "S3" 9 0.15
"2102" "RAS_1503" "RAS" 2021 "S3" 5 0.13
"2103" "ALN_0723" "ALN" 2021 "S3" 25 0.5
"2104" "RAS_1491" "RAS" 2022 "S2" 3 0
"2105" "KEV_0014" "KEV" 2022 "S1" 8 0
"2106" "GON_1269" "GON" 2021 "S2" 5 0.01
"2107" "ALN_0697" "ALN" 2021 "S3" 1 0.01
"2108" "GON_1075" "GON" 2022 "S1" 2 0
"2109" "KEV_0223" "KEV" 2022 "S2" 1 0
"2110" "ALN_0762" "ALN" 2022 "S2" 2 0
"2111" "RUI_0533" "RUI" 2021 "S3" 28 0.1
"2112" "GON_1164" "GON" 2022 "S1" 8 0
"2113" "RAS_1533" "RAS" 2022 "S1" 9 0
"2114" "KEV_0295" "KEV" 2022 "S2" 2 0
"2115" "GON_0969" "GON" 2021 "S4" 1 0.01
"2116" "ALN_0758" "ALN" 2021 "S3" 22 0.03
"2117" "RAS_1532" "RAS" 2022 "S2" 6 0
"2118" "RAS_1416" "RAS" 2021 "S3" 13 0.01
"2119" "ALN_0851" "ALN" 2021 "S3" 10 0.16
"2120" "RUI_0505" "RUI" 2021 "S3" 1 0.01
"2121" "RUI_0587" "RUI" 2021 "S3" 33 0.05
"2122" "RUI_0617" "RUI" 2021 "S3" 5 0.05
"2123" "GON_1024" "GON" 2021 "S2" 1 0.01
"2124" "ALN_0701" "ALN" 2021 "S3" 9 0.1
"2125" "GON_1239" "GON" 2022 "S1" 4 0
"2126" "ALN_0837" "ALN" 2022 "S2" 8 0
"2127" "ALN_0721" "ALN" 2021 "S3" 32 0.2
"2128" "RUI_0381" "RUI" 2021 "S3" 8 0.08
"2129" "GON_1003" "GON" 2021 "S4" 5 0.25
"2130" "GON_1042" "GON" 2022 "S1" 8 0
"2131" "GON_1095" "GON" 2021 "S2" 3 0.0417
"2132" "GON_1047" "GON" 2022 "S2" 8 0
"2133" "RAS_1450" "RAS" 2021 "S3" 5 0.005
"2134" "RUI_0378" "RUI" 2021 "S2" 6 0.01
"2135" "ALN_0906" "ALN" 2022 "S2" 1 0
"2136" "RUI_0381" "RUI" 2021 "S2" 14 0.05
"2137" "RUI_0323" "RUI" 2021 "S2" 4 0.1
"2138" "ALN_0923" "ALN" 2021 "S3" 1 0.08
"2139" "RUI_0559" "RUI" 2021 "S1" 2 0.02
"2140" "GON_1124" "GON" 2022 "S1" 9 0
"2141" "ALN_0811" "ALN" 2021 "S3" 17 0.16
"2142" "KEV_0071" "KEV" 2022 "S2" 7 0
"2143" "KEV_0208" "KEV" 2022 "S1" 1 0
"2144" "ALN_0815" "ALN" 2021 "S1" 2 0.01
"2145" "RAS_1584" "RAS" 2022 "S2" 7 0
